dataset,plotID,series,subplot,scale,type,metric,value
11,BS19005NA,BS19005,NA,100,gamma,ENSPIE,3.438181252791071
11,BS19005NA,BS19005,NA,100,gamma,cover,95.9665
11,BS19013NA,BS19013,NA,100,gamma,div,50
11,BS19013NA,BS19013,NA,100,gamma,ENSPIE,3.7650108996746168
11,BS19013NA,BS19013,NA,100,gamma,cover,87.655
11,BS19023NA,BS19023,NA,100,gamma,div,42
11,BS19023NA,BS19023,NA,100,gamma,ENSPIE,6.443160498408277
11,BS19023NA,BS19023,NA,100,gamma,cover,92.24
11,BS19031NA,BS19031,NA,100,gamma,div,23
11,BS19031NA,BS19031,NA,100,gamma,ENSPIE,4.101875570172176
11,BS19031NA,BS19031,NA,100,gamma,cover,132.14
11,BS19032NA,BS19032,NA,100,gamma,div,28
11,BS19032NA,BS19032,NA,100,gamma,ENSPIE,3.3068284462784865
11,BS19032NA,BS19032,NA,100,gamma,cover,72.2505
11,BS19048NA,BS19048,NA,100,gamma,div,28
11,BS19048NA,BS19048,NA,100,gamma,ENSPIE,4.602774494950032
11,BS19048NA,BS19048,NA,100,gamma,cover,86.43
11,SB20152NA,SB20152,NA,100,gamma,div,33
11,SB20152NA,SB20152,NA,100,gamma,ENSPIE,3.2589006135050824
11,SB20152NA,SB20152,NA,100,gamma,cover,130.052
11,SB20172NA,SB20172,NA,100,gamma,div,72
11,SB20172NA,SB20172,NA,100,gamma,ENSPIE,5.209417332599122
11,SB20172NA,SB20172,NA,100,gamma,cover,98.1775
11,SB20178NA,SB20178,NA,100,gamma,div,43
11,SB20178NA,SB20178,NA,100,gamma,ENSPIE,4.938758601833303
11,SB20178NA,SB20178,NA,100,gamma,cover,117.3515
1,UA01NA,UA01,NA,NA,beta,div,1.2577319587628866
1,UA01NA,UA01,NA,NA,beta,ENSPIE,1.1413309344369271
1,UA02NA,UA02,NA,NA,beta,div,1.3877551020408163
1,UA02NA,UA02,NA,NA,beta,ENSPIE,1.2383886796269201
1,UA03NA,UA03,NA,NA,beta,div,1.5268817204301075
1,UA03NA,UA03,NA,NA,beta,ENSPIE,1.6432643351097704
1,UA04NA,UA04,NA,NA,beta,div,1.542857142857143
1,UA04NA,UA04,NA,NA,beta,ENSPIE,1.333201743680666
1,UA05NA,UA05,NA,NA,beta,div,1.2307692307692308
1,UA05NA,UA05,NA,NA,beta,ENSPIE,1.1829877965391815
1,UA06NA,UA06,NA,NA,beta,div,1.411764705882353
1,UA06NA,UA06,NA,NA,beta,ENSPIE,1.0282277173948522
1,UA07NA,UA07,NA,NA,beta,div,1.3695652173913044
1,UA07NA,UA07,NA,NA,beta,ENSPIE,1.3967967521333142
1,UA08NA,UA08,NA,NA,beta,div,1.4455445544554455
1,UA08NA,UA08,NA,NA,beta,ENSPIE,1.1200981379138726
1,UA09NA,UA09,NA,NA,beta,div,1.293103448275862
1,UA09NA,UA09,NA,NA,beta,ENSPIE,1.103065606037844
1,UA10NA,UA10,NA,NA,beta,div,1.3846153846153846
1,UA10NA,UA10,NA,NA,beta,ENSPIE,1.049467159263517
1,UA11NA,UA11,NA,NA,beta,div,1.3783783783783783
1,UA11NA,UA11,NA,NA,beta,ENSPIE,1.5970991499766205
1,UA12NA,UA12,NA,NA,beta,div,1.52
1,UA12NA,UA12,NA,NA,beta,ENSPIE,1.4123454310165557
1,UA13NA,UA13,NA,NA,beta,div,1.2790697674418605
1,UA13NA,UA13,NA,NA,beta,ENSPIE,1.0537841732425821
1,UA14NA,UA14,NA,NA,beta,div,1.3461538461538463
1,UA14NA,UA14,NA,NA,beta,ENSPIE,1.0738057397916694
1,UA15NA,UA15,NA,NA,beta,div,1.3888888888888888
1,UA15NA,UA15,NA,NA,beta,ENSPIE,1.1732266182589788
1,UA16NA,UA16,NA,NA,beta,div,1.3714285714285714
1,UA16NA,UA16,NA,NA,beta,ENSPIE,1.0445535652754505
1,UA17NA,UA17,NA,NA,beta,div,1.3131313131313131
1,UA17NA,UA17,NA,NA,beta,ENSPIE,1.6035574096028113
1,UA18NA,UA18,NA,NA,beta,div,1.425
1,UA18NA,UA18,NA,NA,beta,ENSPIE,1.106186111493616
1,UA19NA,UA19,NA,NA,beta,div,1.5593220338983051
1,UA19NA,UA19,NA,NA,beta,ENSPIE,1.3449728730420698
1,UA20NA,UA20,NA,NA,beta,div,1.3647058823529412
1,UA20NA,UA20,NA,NA,beta,ENSPIE,1.2194827520534421
1,UA21NA,UA21,NA,NA,beta,div,1.3417721518987342
1,UA21NA,UA21,NA,NA,beta,ENSPIE,1.1031090409476696
2,UA_MJ_01NA,UA_MJ_01,NA,NA,beta,div,1.206896551724138
2,UA_MJ_01NA,UA_MJ_01,NA,NA,beta,ENSPIE,1.2545865717893505
2,UA_MJ_02NA,UA_MJ_02,NA,NA,beta,div,1.263157894736842
2,UA_MJ_02NA,UA_MJ_02,NA,NA,beta,ENSPIE,1.040592805144186
2,UA_MJ_03NA,UA_MJ_03,NA,NA,beta,div,1.2923076923076924
2,UA_MJ_03NA,UA_MJ_03,NA,NA,beta,ENSPIE,1.0850857608185172
2,UA_MJ_04NA,UA_MJ_04,NA,NA,beta,div,1.2452830188679245
2,UA_MJ_04NA,UA_MJ_04,NA,NA,beta,ENSPIE,1.1212931499850547
2,UA_MJ_05NA,UA_MJ_05,NA,NA,beta,div,1.3026315789473684
2,UA_MJ_05NA,UA_MJ_05,NA,NA,beta,ENSPIE,1.164241085624595
3,UA_Cr_01NA,UA_Cr_01,NA,NA,beta,div,1.2173913043478262
3,UA_Cr_01NA,UA_Cr_01,NA,NA,beta,ENSPIE,1.0968760734215197
3,UA_Cr_02NA,UA_Cr_02,NA,NA,beta,div,1.5757575757575757
3,UA_Cr_02NA,UA_Cr_02,NA,NA,beta,ENSPIE,1.1610205048855418
3,UA_Cr_03NA,UA_Cr_03,NA,NA,beta,div,1.1733333333333333
3,UA_Cr_03NA,UA_Cr_03,NA,NA,beta,ENSPIE,1.0429769192377043
3,UA_Cr_04NA,UA_Cr_04,NA,NA,beta,div,1.28
3,UA_Cr_04NA,UA_Cr_04,NA,NA,beta,ENSPIE,0.8554066650357003
3,UA_Cr_05NA,UA_Cr_05,NA,NA,beta,div,1.4782608695652173
3,UA_Cr_05NA,UA_Cr_05,NA,NA,beta,ENSPIE,1.5228519375125027
3,UA_Cr_06NA,UA_Cr_06,NA,NA,beta,div,1.3125
3,UA_Cr_06NA,UA_Cr_06,NA,NA,beta,ENSPIE,1.050311713782255
3,UA_Cr_07NA,UA_Cr_07,NA,NA,beta,div,1.2602739726027397
3,UA_Cr_07NA,UA_Cr_07,NA,NA,beta,ENSPIE,1.561547781508948
3,UA_Cr_08NA,UA_Cr_08,NA,NA,beta,div,1.3846153846153846
3,UA_Cr_08NA,UA_Cr_08,NA,NA,beta,ENSPIE,1.442217493293004
4,SB20033NA,SB20033,NA,NA,beta,div,1.2424242424242424
4,SB20033NA,SB20033,NA,NA,beta,ENSPIE,1.0412822152229244
4,SB20060NA,SB20060,NA,NA,beta,div,1.3846153846153846
4,SB20060NA,SB20060,NA,NA,beta,ENSPIE,1.2247243576809974
4,SB20061NA,SB20061,NA,NA,beta,div,1.1014492753623188
4,SB20061NA,SB20061,NA,NA,beta,ENSPIE,1.0237707659707913
4,SB20062NA,SB20062,NA,NA,beta,div,1.2619047619047619
4,SB20062NA,SB20062,NA,NA,beta,ENSPIE,1.0457006147265575
4,SB20063NA,SB20063,NA,NA,beta,div,1.164179104477612
4,SB20063NA,SB20063,NA,NA,beta,ENSPIE,1.0094283741768522
4,SB20077NA,SB20077,NA,NA,beta,div,1.2580645161290323
4,SB20077NA,SB20077,NA,NA,beta,ENSPIE,1.0505856753286789
4,SB20078NA,SB20078,NA,NA,beta,div,1.180327868852459
4,SB20078NA,SB20078,NA,NA,beta,ENSPIE,1.1097516317645686
4,SB20079NA,SB20079,NA,NA,beta,div,1.3
4,SB20079NA,SB20079,NA,NA,beta,ENSPIE,1.047175337765282
4,SB20081NA,SB20081,NA,NA,beta,div,1.2467532467532467
4,SB20081NA,SB20081,NA,NA,beta,ENSPIE,1.3632005590959169
4,SB20083NA,SB20083,NA,NA,beta,div,1.295774647887324
4,SB20083NA,SB20083,NA,NA,beta,ENSPIE,0.9968218412548154
4,SB20084NA,SB20084,NA,NA,beta,div,1.3636363636363635
4,SB20084NA,SB20084,NA,NA,beta,ENSPIE,1.02683236334713
4,SB20100NA,SB20100,NA,NA,beta,div,1.4210526315789473
4,SB20100NA,SB20100,NA,NA,beta,ENSPIE,1.2748236762226173
4,SB20101NA,SB20101,NA,NA,beta,div,1.2881355932203389
4,SB20101NA,SB20101,NA,NA,beta,ENSPIE,1.1015686153523854
4,SB20102NA,SB20102,NA,NA,beta,div,1.2530120481927711
4,SB20102NA,SB20102,NA,NA,beta,ENSPIE,1.0534169388145456
4,SB20103NA,SB20103,NA,NA,beta,div,1.375
4,SB20103NA,SB20103,NA,NA,beta,ENSPIE,1.0078240764812627
4,SB20104NA,SB20104,NA,NA,beta,div,1.3191489361702127
4,SB20104NA,SB20104,NA,NA,beta,ENSPIE,1.1852570647658944
4,SB20150NA,SB20150,NA,NA,beta,div,1.2727272727272727
4,SB20150NA,SB20150,NA,NA,beta,ENSPIE,1.0576905830713448
4,SB20160NA,SB20160,NA,NA,beta,div,1.2380952380952381
4,SB20160NA,SB20160,NA,NA,beta,ENSPIE,1.0720287475677237
4,SB20169NA,SB20169,NA,NA,beta,div,1.15
4,SB20169NA,SB20169,NA,NA,beta,ENSPIE,1.007915926415694
5,SB18008NA,SB18008,NA,NA,beta,div,1.3095238095238095
5,SB18008NA,SB18008,NA,NA,beta,ENSPIE,1.0857448721320482
5,SB18019NA,SB18019,NA,NA,beta,div,1.2857142857142858
5,SB18019NA,SB18019,NA,NA,beta,ENSPIE,1.0171509875361133
5,SB18024NA,SB18024,NA,NA,beta,div,1.2790697674418605
5,SB18024NA,SB18024,NA,NA,beta,ENSPIE,1.0624650732759178
5,SB18025NA,SB18025,NA,NA,beta,div,1.275
5,SB18025NA,SB18025,NA,NA,beta,ENSPIE,1.1194801496233633
5,SB18029NA,SB18029,NA,NA,beta,div,1.325
5,SB18029NA,SB18029,NA,NA,beta,ENSPIE,1.04753446061932
5,SB20086NA,SB20086,NA,NA,beta,div,1.2307692307692308
5,SB20086NA,SB20086,NA,NA,beta,ENSPIE,1.0901610362790877
5,SB20112NA,SB20112,NA,NA,beta,div,1.22
5,SB20112NA,SB20112,NA,NA,beta,ENSPIE,1.0832759257384494
5,SB20113NA,SB20113,NA,NA,beta,div,1.3620689655172413
5,SB20113NA,SB20113,NA,NA,beta,ENSPIE,1.5719478529560642
5,SB20120NA,SB20120,NA,NA,beta,div,1.3707865168539326
5,SB20120NA,SB20120,NA,NA,beta,ENSPIE,1.1598373744021286
5,SB20121NA,SB20121,NA,NA,beta,div,1.1910112359550562
5,SB20121NA,SB20121,NA,NA,beta,ENSPIE,0.9701399471997015
5,SB20122NA,SB20122,NA,NA,beta,div,1.3495934959349594
5,SB20122NA,SB20122,NA,NA,beta,ENSPIE,1.48684596132741
5,SB20129NA,SB20129,NA,NA,beta,div,1.2413793103448276
5,SB20129NA,SB20129,NA,NA,beta,ENSPIE,1.0030133296784363
5,SB20130NA,SB20130,NA,NA,beta,div,1.2121212121212122
5,SB20130NA,SB20130,NA,NA,beta,ENSPIE,0.9739484128911192
5,SB20136NA,SB20136,NA,NA,beta,div,1.3253012048192772
5,SB20136NA,SB20136,NA,NA,beta,ENSPIE,1.336387035638446
5,SB20139NA,SB20139,NA,NA,beta,div,1.373134328358209
5,SB20139NA,SB20139,NA,NA,beta,ENSPIE,1.0825487405940308
6,UAS01NA,UAS01,NA,NA,beta,div,1.3333333333333333
6,UAS01NA,UAS01,NA,NA,beta,ENSPIE,1.1197840071610978
6,UAS02NA,UAS02,NA,NA,beta,div,1.3333333333333333
6,UAS02NA,UAS02,NA,NA,beta,ENSPIE,1.1091537597906216
6,UAS03NA,UAS03,NA,NA,beta,div,1.3658536585365855
6,UAS03NA,UAS03,NA,NA,beta,ENSPIE,1.0262837360420205
6,UAS04NA,UAS04,NA,NA,beta,div,1.2210526315789474
6,UAS04NA,UAS04,NA,NA,beta,ENSPIE,1.0352277451833831
6,UAS05NA,UAS05,NA,NA,beta,div,1.2926829268292683
6,UAS05NA,UAS05,NA,NA,beta,ENSPIE,1.0499687394317805
6,UAS06NA,UAS06,NA,NA,beta,div,1.3253012048192772
6,UAS06NA,UAS06,NA,NA,beta,ENSPIE,1.1784402338342577
6,UAS09NA,UAS09,NA,NA,beta,div,1.3333333333333333
6,UAS09NA,UAS09,NA,NA,beta,ENSPIE,1.0875470063429238
6,UAS10NA,UAS10,NA,NA,beta,div,1.3529411764705883
6,UAS10NA,UAS10,NA,NA,beta,ENSPIE,1.0433816241661868
6,UAS11NA,UAS11,NA,NA,beta,div,1.45
6,UAS11NA,UAS11,NA,NA,beta,ENSPIE,0.9648042392835153
6,UAS12NA,UAS12,NA,NA,beta,div,1.3658536585365855
6,UAS12NA,UAS12,NA,NA,beta,ENSPIE,1.075050043334265
6,UAS13NA,UAS13,NA,NA,beta,div,1.2727272727272727
6,UAS13NA,UAS13,NA,NA,beta,ENSPIE,1.065819883192888
6,UAS14NA,UAS14,NA,NA,beta,div,1.2941176470588236
6,UAS14NA,UAS14,NA,NA,beta,ENSPIE,1.059639752743912
6,UAS15NA,UAS15,NA,NA,beta,div,1.3333333333333333
6,UAS15NA,UAS15,NA,NA,beta,ENSPIE,1.370824192804346
6,UAS16NA,UAS16,NA,NA,beta,div,1.3953488372093024
6,UAS16NA,UAS16,NA,NA,beta,ENSPIE,1.0397918130888493
6,UAS17NA,UAS17,NA,NA,beta,div,1.295774647887324
6,UAS17NA,UAS17,NA,NA,beta,ENSPIE,1.2038013674861094
6,UAS18NA,UAS18,NA,NA,beta,div,1.2328767123287672
6,UAS18NA,UAS18,NA,NA,beta,ENSPIE,1.03161479068356
6,UAS19NA,UAS19,NA,NA,beta,div,1.2830188679245282
6,UAS19NA,UAS19,NA,NA,beta,ENSPIE,1.1241420232735386
6,UAS20NA,UAS20,NA,NA,beta,div,1.2571428571428571
6,UAS20NA,UAS20,NA,NA,beta,ENSPIE,0.9942993876254052
6,UAS21NA,UAS21,NA,NA,beta,div,1.2083333333333333
6,UAS21NA,UAS21,NA,NA,beta,ENSPIE,1.0728278556934157
6,UAS22NA,UAS22,NA,NA,beta,div,1.619047619047619
6,UAS22NA,UAS22,NA,NA,beta,ENSPIE,1.139256859354083
6,UAS23NA,UAS23,NA,NA,beta,div,1.3617021276595744
6,UAS23NA,UAS23,NA,NA,beta,ENSPIE,1.4781172803986622
6,UAS24NA,UAS24,NA,NA,beta,div,1.2682926829268293
6,UAS24NA,UAS24,NA,NA,beta,ENSPIE,1.1508173349914705
6,UAS25NA,UAS25,NA,NA,beta,div,1.2307692307692308
6,UAS25NA,UAS25,NA,NA,beta,ENSPIE,1.3499095830960535
6,UAS26NA,UAS26,NA,NA,beta,div,1.25
6,UAS26NA,UAS26,NA,NA,beta,ENSPIE,1.4240947804664832
6,UAS27NA,UAS27,NA,NA,beta,div,1.2222222222222223
6,UAS27NA,UAS27,NA,NA,beta,ENSPIE,0.9507194368689881
6,UAS28NA,UAS28,NA,NA,beta,div,1.288888888888889
6,UAS28NA,UAS28,NA,NA,beta,ENSPIE,1.0717320291207808
6,UAS29NA,UAS29,NA,NA,beta,div,1.2727272727272727
6,UAS29NA,UAS29,NA,NA,beta,ENSPIE,1.039002076419277
6,UAS30NA,UAS30,NA,NA,beta,div,1.2173913043478262
6,UAS30NA,UAS30,NA,NA,beta,ENSPIE,0.9830548542896106
6,UAS31NA,UAS31,NA,NA,beta,div,1.352112676056338
6,UAS31NA,UAS31,NA,NA,beta,ENSPIE,1.0503285329034364
6,UAS32NA,UAS32,NA,NA,beta,div,1.3114754098360655
6,UAS32NA,UAS32,NA,NA,beta,ENSPIE,0.9848265279373476
6,UAS33NA,UAS33,NA,NA,beta,div,1.263157894736842
6,UAS33NA,UAS33,NA,NA,beta,ENSPIE,1.0223144326018125
6,UAS34NA,UAS34,NA,NA,beta,div,1.2105263157894737
6,UAS34NA,UAS34,NA,NA,beta,ENSPIE,1.0265033744535572
6,UAS35NA,UAS35,NA,NA,beta,div,1.323076923076923
6,UAS35NA,UAS35,NA,NA,beta,ENSPIE,1.3197508720910909
6,UAS36NA,UAS36,NA,NA,beta,div,1.5849056603773586
6,UAS36NA,UAS36,NA,NA,beta,ENSPIE,1.4161968350427565
6,UAS37NA,UAS37,NA,NA,beta,div,1.2941176470588236
6,UAS37NA,UAS37,NA,NA,beta,ENSPIE,1.0840527259973505
6,UAS38NA,UAS38,NA,NA,beta,div,1.4545454545454546
6,UAS38NA,UAS38,NA,NA,beta,ENSPIE,1.0025634732986184
6,UAS39NA,UAS39,NA,NA,beta,div,1.25
6,UAS39NA,UAS39,NA,NA,beta,ENSPIE,1.0022463501106078
6,UAS40NA,UAS40,NA,NA,beta,div,1.3650793650793651
6,UAS40NA,UAS40,NA,NA,beta,ENSPIE,1.2821738455567933
6,UAS41NA,UAS41,NA,NA,beta,div,1.1818181818181819
6,UAS41NA,UAS41,NA,NA,beta,ENSPIE,1.1037680306654334
6,UAS42NA,UAS42,NA,NA,beta,div,1.28
6,UAS42NA,UAS42,NA,NA,beta,ENSPIE,1.2043706816740238
6,UAS43NA,UAS43,NA,NA,beta,div,1.3
6,UAS43NA,UAS43,NA,NA,beta,ENSPIE,1.0101523603558116
6,UAS44NA,UAS44,NA,NA,beta,div,1.382716049382716
6,UAS44NA,UAS44,NA,NA,beta,ENSPIE,1.0499411724896448
6,UAS45NA,UAS45,NA,NA,beta,div,1.303370786516854
6,UAS45NA,UAS45,NA,NA,beta,ENSPIE,1.0982043266384278
6,UAS46NA,UAS46,NA,NA,beta,div,1.3559322033898304
6,UAS46NA,UAS46,NA,NA,beta,ENSPIE,1.147680652167828
6,UAS47NA,UAS47,NA,NA,beta,div,1.3962264150943395
6,UAS47NA,UAS47,NA,NA,beta,ENSPIE,0.9644051843773412
6,UAS48NA,UAS48,NA,NA,beta,div,1.3417721518987342
6,UAS48NA,UAS48,NA,NA,beta,ENSPIE,1.3432926614082057
6,UAS49NA,UAS49,NA,NA,beta,div,1.1515151515151516
6,UAS49NA,UAS49,NA,NA,beta,ENSPIE,1.1165832793594936
6,UAS50NA,UAS50,NA,NA,beta,div,1.1538461538461537
6,UAS50NA,UAS50,NA,NA,beta,ENSPIE,1.350319890635232
6,UAS51NA,UAS51,NA,NA,beta,div,1.5522388059701493
6,UAS51NA,UAS51,NA,NA,beta,ENSPIE,1.4599654872766474
6,UAS55NA,UAS55,NA,NA,beta,div,1.2857142857142858
6,UAS55NA,UAS55,NA,NA,beta,ENSPIE,1.1644863867658268
7,NFD21_01NA,NFD21_01,NA,NA,beta,div,1.2903225806451613
7,NFD21_01NA,NFD21_01,NA,NA,beta,ENSPIE,1.2197144873369892
7,NFD21_02NA,NFD21_02,NA,NA,beta,div,1.3823529411764706
7,NFD21_02NA,NFD21_02,NA,NA,beta,ENSPIE,1.2464843756207282
7,NFD21_03NA,NFD21_03,NA,NA,beta,div,1.2727272727272727
7,NFD21_03NA,NFD21_03,NA,NA,beta,ENSPIE,1.0607644438046027
7,NFD21_04NA,NFD21_04,NA,NA,beta,div,1.3442622950819672
7,NFD21_04NA,NFD21_04,NA,NA,beta,ENSPIE,1.300286372592284
7,NFD21_05NA,NFD21_05,NA,NA,beta,div,1.3396226415094339
7,NFD21_05NA,NFD21_05,NA,NA,beta,ENSPIE,1.0812814032390492
7,NFD21_06NA,NFD21_06,NA,NA,beta,div,1.435897435897436
7,NFD21_06NA,NFD21_06,NA,NA,beta,ENSPIE,1.200377690729465
7,NFD21_07NA,NFD21_07,NA,NA,beta,div,1.4959349593495934
7,NFD21_07NA,NFD21_07,NA,NA,beta,ENSPIE,1.1158219290968678
7,NFD21_08NA,NFD21_08,NA,NA,beta,div,1.4666666666666666
7,NFD21_08NA,NFD21_08,NA,NA,beta,ENSPIE,1.1681967778685614
7,NFD21_09NA,NFD21_09,NA,NA,beta,div,1.22
7,NFD21_09NA,NFD21_09,NA,NA,beta,ENSPIE,0.894769449172909
7,NFD21_10NA,NFD21_10,NA,NA,beta,div,1.297709923664122
7,NFD21_10NA,NFD21_10,NA,NA,beta,ENSPIE,1.4354409263780794
7,NFD21_11NA,NFD21_11,NA,NA,beta,div,1.4375
7,NFD21_11NA,NFD21_11,NA,NA,beta,ENSPIE,1.1003353952039354
7,NFD21_12NA,NFD21_12,NA,NA,beta,div,1.3559322033898304
7,NFD21_12NA,NFD21_12,NA,NA,beta,ENSPIE,1.1719203856680391
7,NFD21_13NA,NFD21_13,NA,NA,beta,div,1.3333333333333333
7,NFD21_13NA,NFD21_13,NA,NA,beta,ENSPIE,0.979843061464445
7,NFD21_14NA,NFD21_14,NA,NA,beta,div,1.3076923076923077
7,NFD21_14NA,NFD21_14,NA,NA,beta,ENSPIE,1.5914962652899844
7,NFD21_15NA,NFD21_15,NA,NA,beta,div,1.2340425531914894
7,NFD21_15NA,NFD21_15,NA,NA,beta,ENSPIE,1.2781573521692022
7,NFD21_16NA,NFD21_16,NA,NA,beta,div,1.2432432432432432
7,NFD21_16NA,NFD21_16,NA,NA,beta,ENSPIE,0.8992420839418476
7,NFD21_17NA,NFD21_17,NA,NA,beta,div,1.3888888888888888
7,NFD21_17NA,NFD21_17,NA,NA,beta,ENSPIE,1.13947752297554
7,NFD21_18NA,NFD21_18,NA,NA,beta,div,1.3389830508474576
7,NFD21_18NA,NFD21_18,NA,NA,beta,ENSPIE,1.2847991873460136
7,NFD21_56NA,NFD21_56,NA,NA,beta,div,1.2972972972972974
7,NFD21_56NA,NFD21_56,NA,NA,beta,ENSPIE,1.1683585583589908
7,NFD21_57NA,NFD21_57,NA,NA,beta,div,1.2950819672131149
7,NFD21_57NA,NFD21_57,NA,NA,beta,ENSPIE,1.1131960731423303
7,NFD21_58NA,NFD21_58,NA,NA,beta,div,1.4747474747474747
7,NFD21_58NA,NFD21_58,NA,NA,beta,ENSPIE,1.214714484153484
7,NFD21_59NA,NFD21_59,NA,NA,beta,div,1.380952380952381
7,NFD21_59NA,NFD21_59,NA,NA,beta,ENSPIE,1.2625876415874022
7,NFD21_60NA,NFD21_60,NA,NA,beta,div,1.2380952380952381
7,NFD21_60NA,NFD21_60,NA,NA,beta,ENSPIE,1.0789809492560034
7,NFD21_61NA,NFD21_61,NA,NA,beta,div,1.2835820895522387
7,NFD21_61NA,NFD21_61,NA,NA,beta,ENSPIE,1.0879577517068726
7,NFD21_62NA,NFD21_62,NA,NA,beta,div,1.1724137931034482
7,NFD21_62NA,NFD21_62,NA,NA,beta,ENSPIE,1.0090116511369274
7,NFD21_63NA,NFD21_63,NA,NA,beta,div,1.328125
7,NFD21_63NA,NFD21_63,NA,NA,beta,ENSPIE,1.0030863251085254
7,NFD21_64NA,NFD21_64,NA,NA,beta,div,1.3333333333333333
7,NFD21_64NA,NFD21_64,NA,NA,beta,ENSPIE,1.188551569757165
8,NFD21_20NA,NFD21_20,NA,NA,beta,div,1.3584905660377358
8,NFD21_20NA,NFD21_20,NA,NA,beta,ENSPIE,1.407343563363864
8,NFD21_21NA,NFD21_21,NA,NA,beta,div,1.4
8,NFD21_21NA,NFD21_21,NA,NA,beta,ENSPIE,1.1456391394914005
8,NFD21_23NA,NFD21_23,NA,NA,beta,div,1.4893617021276595
8,NFD21_23NA,NFD21_23,NA,NA,beta,ENSPIE,1.153040587832688
8,NFD21_24NA,NFD21_24,NA,NA,beta,div,1.4074074074074074
8,NFD21_24NA,NFD21_24,NA,NA,beta,ENSPIE,0.9796485882476991
8,NFD21_26NA,NFD21_26,NA,NA,beta,div,1.4545454545454546
8,NFD21_26NA,NFD21_26,NA,NA,beta,ENSPIE,0.9982180244744145
8,NFD21_27NA,NFD21_27,NA,NA,beta,div,1.4
8,NFD21_27NA,NFD21_27,NA,NA,beta,ENSPIE,1.1647643094377114
8,NFD21_28NA,NFD21_28,NA,NA,beta,div,1.4285714285714286
8,NFD21_28NA,NFD21_28,NA,NA,beta,ENSPIE,1.4656583992229733
8,NFD21_30NA,NFD21_30,NA,NA,beta,div,1.2608695652173914
8,NFD21_30NA,NFD21_30,NA,NA,beta,ENSPIE,1.0621222219601063
8,NFD21_31NA,NFD21_31,NA,NA,beta,div,1.6216216216216217
8,NFD21_31NA,NFD21_31,NA,NA,beta,ENSPIE,1.1194457645762823
8,NFD21_33NA,NFD21_33,NA,NA,beta,div,1.3846153846153846
8,NFD21_33NA,NFD21_33,NA,NA,beta,ENSPIE,1.279158968703235
8,NFD21_34NA,NFD21_34,NA,NA,beta,div,1.525
8,NFD21_34NA,NFD21_34,NA,NA,beta,ENSPIE,1.079591986234577
8,NFD21_35NA,NFD21_35,NA,NA,beta,div,1.3846153846153846
8,NFD21_35NA,NFD21_35,NA,NA,beta,ENSPIE,0.9786828028505193
8,NFD21_36NA,NFD21_36,NA,NA,beta,div,1.4482758620689655
8,NFD21_36NA,NFD21_36,NA,NA,beta,ENSPIE,1.081504116998572
8,NFD21_37NA,NFD21_37,NA,NA,beta,div,1.3703703703703705
8,NFD21_37NA,NFD21_37,NA,NA,beta,ENSPIE,1.0790938363878004
8,NFD21_38NA,NFD21_38,NA,NA,beta,div,1.2941176470588236
8,NFD21_38NA,NFD21_38,NA,NA,beta,ENSPIE,1.0225717693240017
8,NFD21_39NA,NFD21_39,NA,NA,beta,div,1.6103896103896105
8,NFD21_39NA,NFD21_39,NA,NA,beta,ENSPIE,1.1684546005676364
8,NFD21_40NA,NFD21_40,NA,NA,beta,div,1.3333333333333333
8,NFD21_40NA,NFD21_40,NA,NA,beta,ENSPIE,1.3066038254492187
8,NFD21_42NA,NFD21_42,NA,NA,beta,div,1.3333333333333333
8,NFD21_42NA,NFD21_42,NA,NA,beta,ENSPIE,1.282842746437107
8,NFD21_43NA,NFD21_43,NA,NA,beta,div,1.0833333333333333
8,NFD21_43NA,NFD21_43,NA,NA,beta,ENSPIE,1.0363643750495632
9,NFD21_45NA,NFD21_45,NA,NA,beta,div,1.2
9,NFD21_45NA,NFD21_45,NA,NA,beta,ENSPIE,0.9992753396024806
9,NFD21_47NA,NFD21_47,NA,NA,beta,div,1.1428571428571428
9,NFD21_47NA,NFD21_47,NA,NA,beta,ENSPIE,0.991707829522844
9,NFD21_48NA,NFD21_48,NA,NA,beta,div,1
9,NFD21_48NA,NFD21_48,NA,NA,beta,ENSPIE,1.109068739855536
9,NFD21_49NA,NFD21_49,NA,NA,beta,div,1.3333333333333333
9,NFD21_49NA,NFD21_49,NA,NA,beta,ENSPIE,1.0010854030829852
9,NFD21_50NA,NFD21_50,NA,NA,beta,div,1.0909090909090908
9,NFD21_50NA,NFD21_50,NA,NA,beta,ENSPIE,0.9943537014115345
9,NFD21_51NA,NFD21_51,NA,NA,beta,div,1.2857142857142858
9,NFD21_51NA,NFD21_51,NA,NA,beta,ENSPIE,1.072897371182664
9,NFD21_52NA,NFD21_52,NA,NA,beta,div,1.5151515151515151
9,NFD21_52NA,NFD21_52,NA,NA,beta,ENSPIE,1.5289989968723245
9,NFD21_53NA,NFD21_53,NA,NA,beta,div,1.2857142857142858
9,NFD21_53NA,NFD21_53,NA,NA,beta,ENSPIE,1.20655675619761
9,NFD21_54NA,NFD21_54,NA,NA,beta,div,1.7142857142857142
9,NFD21_54NA,NFD21_54,NA,NA,beta,ENSPIE,0.9778414940313782
9,NFD21_55NA,NFD21_55,NA,NA,beta,div,1.4
9,NFD21_55NA,NFD21_55,NA,NA,beta,ENSPIE,1.1998027557327091
10,RZ2214NA,RZ2214,NA,NA,beta,div,1.3333333333333333
